Seed Word,Keyword,Cosine Similarity
security management,www abbottinvestor,0.4647
security management,investment securities,0.4635
security management,securities classified,0.463
security management,government securities,0.4611
security management,securities registered,0.4602
security management,submits securities,0.4579
security management,securities reported,0.4552
security management,furnishes securities,0.4546
security management,15 securities,0.451
security management,securities 30,0.4505
security management,sale securities,0.4455
security management,securities net,0.4451
security management,securities primarily,0.4424
security management,securities item,0.4409
security management,405 securities,0.4401
security management,securities match,0.4382
security management,securities investment,0.4285
security management,trading security,0.426
security management,excluding securities,0.425
security management,states securities,0.4241
security management,abbott com,0.4237
security management,abbott stock,0.4178
security management,number securities,0.4168
security management,participating securities,0.4163
security management,private securities,0.415
security management,hold securities,0.4149
security management,securities codified,0.4142
security management,securities additional,0.4138
security management,securities traded,0.4137
security management,investments information,0.4113
security management,investors service,0.4098
security management,stock abbott,0.4088
security management,operations financial,0.4068
security management,securities remaining,0.4052
security management,abbott financial,0.405
security management,equity securities,0.4046
security management,abbott securities,0.5295
security management,securities abbott,0.51
security management,requirements securities,0.4989
security management,abbottinvestor com,0.4896
security management,securities included,0.4872
security management,filed securities,0.4869
security management,securities,0.4858
security management,securities act,0.4765
security management,securities exchange,0.471
security management,securities classified,0.4708
security management,commission securities,0.4701
security management,securities 160,0.4689
security management,income securities,0.466
security management,investment securities,0.4633
security management,securities issued,0.4608
security management,www abbottinvestor,0.4567
security management,submits securities,0.4548
security management,furnishes securities,0.453
security management,securities registered,0.4516
security management,securities reported,0.4509
security management,15 securities,0.4464
security management,government securities,0.4455
security management,securities primarily,0.4379
security management,securities net,0.433
security management,405 securities,0.4308
security management,securities investment,0.4266
security management,securities match,0.4253
security management,excluding securities,0.4243
security management,securities additional,0.4166
security management,participating securities,0.4154
security management,investments information,0.415
security management,abbott stock,0.4127
security management,private securities,0.41
security management,number securities,0.4077
security management,abbott com,0.4076
security management,securities codified,0.4073
security management,hold securities,0.4066
security management,equity securities,0.4062
security management,securities period,0.405
security management,securities traded,0.4034
security management,securities remaining,0.4032
security management,relating securities,0.4029
security management,stock abbott,0.4021
security management,securities strategic,0.4018
security management,states securities,0.4008
security management,security filed,0.3992
security management,investors service,0.3989
security management,income security,0.3977
security management,stock section,0.3976
security management,abbottinvestor,0.396
security management,abbott securities,0.5332
security management,securities abbott,0.5142
security management,requirements securities,0.5008
security management,abbottinvestor com,0.493
security management,securities,0.489
security management,filed securities,0.4886
security management,securities included,0.4884
security management,securities act,0.479
security management,securities exchange,0.4759
security management,commission securities,0.4735
security management,securities classified,0.473
security management,securities 160,0.4726
security management,income securities,0.4689
security management,investment securities,0.4663
security management,securities issued,0.4628
security management,www abbottinvestor,0.4601
security management,submits securities,0.4575
security management,securities registered,0.4564
security management,furnishes securities,0.4549
security management,securities reported,0.4522
security management,government securities,0.4481
security management,15 securities,0.4481
security management,securities certain,0.4446
security management,securities primarily,0.4412
security management,securities net,0.4352
security management,405 securities,0.4314
security management,securities investment,0.4293
security management,securities match,0.4261
security management,excluding securities,0.4243
security management,securities additional,0.4186
security management,investments information,0.4171
security management,participating securities,0.4168
security management,abbott stock,0.4149
security management,private securities,0.4128
security management,abbott com,0.4101
security management,number securities,0.4099
security management,hold securities,0.4088
security management,equity securities,0.4083
security management,securities traded,0.4065
security management,securities period,0.4056
security management,securities remaining,0.4052
security management,stock abbott,0.4042
security management,relating securities,0.4041
security management,securities strategic,0.4034
security management,states securities,0.4034
security management,investors service,0.4028
security management,security filed,0.4006
security management,income security,0.3991
security management,abbottinvestor,0.3989
security management,stock section,0.3987
security management,abbott securities,0.5467
security management,securities abbott,0.5256
security management,report securities,0.5181
security management,abbottinvestor com,0.5113
security management,requirements securities,0.5036
security management,securities included,0.4875
security management,securities,0.4872
security management,filed securities,0.486
security management,securities act,0.4838
security management,securities 160,0.4819
security management,certain securities,0.4772
security management,securities specified,0.4764
security management,securities exchange,0.4758
security management,www abbottinvestor,0.4757
security management,morgan securities,0.4732
security management,securities classified,0.468
security management,income securities,0.4674
security management,securities issued,0.4666
security management,commission securities,0.4665
security management,securities registered,0.464
security management,investment securities,0.4622
security management,submits securities,0.4599
security management,15 securities,0.4535
security management,furnishes securities,0.4534
security management,government securities,0.451
security management,securities reported,0.45
security management,securities certain,0.4429
security management,405 securities,0.4414
security management,securities net,0.4363
security management,securities primarily,0.4345
security management,securities discussed,0.4315
security management,abbott com,0.4304
security management,abbott stock,0.43
security management,securities match,0.4288
security management,securities investment,0.4234
security management,investments information,0.4215
security management,stock abbott,0.42
security management,excluding securities,0.4195
security management,securities additional,0.4185
security management,number securities,0.4155
security management,participating securities,0.4146
security management,abbottinvestor,0.4141
security management,abbott financial,0.4126
security management,abbott information,0.4124
security management,investors service,0.412
security management,private securities,0.4114
security management,states securities,0.4095
security management,hold securities,0.4067
security management,securities remaining,0.4061
security management,transaction abbott,0.406
security management,abbott securities,0.549
security management,securities abbott,0.5281
security management,report securities,0.5191
security management,abbottinvestor com,0.5113
security management,requirements securities,0.504
security management,filed securities,0.489
security management,securities,0.4887
security management,securities included,0.4884
security management,securities act,0.4843
security management,securities 160,0.4796
security management,securities exchange,0.479
security management,www abbottinvestor,0.4769
security management,income securities,0.4694
security management,commission securities,0.4688
security management,securities classified,0.4672
security management,securities issued,0.4661
security management,securities registered,0.4649
security management,investment securities,0.4647
security management,submits securities,0.4619
security management,securities recorded,0.4612
security management,furnishes securities,0.4552
security management,government securities,0.4516
security management,15 securities,0.4512
security management,securities reported,0.4504
security management,sale securities,0.4449
security management,405 securities,0.4401
security management,securities primarily,0.4367
security management,securities net,0.4351
security management,security abbott,0.4336
security management,abbott stock,0.4307
security management,securities match,0.4296
security management,traded securities,0.4267
security management,securities investment,0.4259
security management,investments information,0.4225
security management,stock abbott,0.421
security management,excluding securities,0.4207
security management,securities additional,0.4189
security management,participating securities,0.4157
security management,abbottinvestor,0.4147
security management,private securities,0.4142
security management,number securities,0.4139
security management,abbott financial,0.4137
security management,investors service,0.4128
security management,abbott information,0.4124
security management,states securities,0.4122
security management,hold securities,0.4101
security management,security filed,0.4077
security management,securities remaining,0.4068
security management,equity securities,0.4065
security management,abbott consolidated,0.4054
security management,abbott securities,0.5385
security management,securities abbott,0.5202
security management,requirements securities,0.5103
security management,abbottinvestor com,0.4997
security management,securities included,0.4916
security management,securities,0.4901
security management,filed securities,0.489
security management,securities act,0.4889
security management,securities 160,0.4819
security management,securities exchange,0.477
security management,commission securities,0.4738
security management,securities classified,0.4735
security management,securities working,0.4726
security management,income securities,0.4694
security management,securities issued,0.468
security management,securities registered,0.4671
security management,www abbottinvestor,0.4669
security management,investment securities,0.4639
security management,submits securities,0.4628
security management,securities recorded,0.4589
security management,securities 40,0.4589
security management,furnishes securities,0.4538
security management,government securities,0.453
security management,15 securities,0.4505
security management,securities reported,0.4502
security management,sale securities,0.4459
security management,405 securities,0.4385
security management,securities net,0.4337
security management,securities match,0.431
security management,security abbott,0.4292
security management,securities investment,0.4259
security management,excluding securities,0.4238
security management,securities additional,0.419
security management,investments information,0.4184
security management,abbott stock,0.4169
security management,participating securities,0.4165
security management,private securities,0.4161
security management,number securities,0.4143
security management,states securities,0.413
security management,hold securities,0.4106
security management,security filed,0.4094
security management,securities remaining,0.409
security management,stock abbott,0.4076
security management,securities period,0.4075
security management,investors service,0.4074
security management,sec guidance,0.4069
security management,abbottinvestor,0.4063
security management,equity securities,0.4063
security management,relating securities,0.4057
security management,security regulations,0.405
security management,abbott securities,0.5461
security management,securities abbott,0.5266
security management,requirements securities,0.511
security management,abbottinvestor com,0.5063
security management,securities,0.4967
security management,securities included,0.4943
security management,securities 160,0.4929
security management,filed securities,0.4925
security management,securities act,0.4885
security management,securities exchange,0.4873
security management,securities working,0.4764
security management,commission securities,0.475
security management,securities classified,0.4746
security management,investment securities,0.4739
security management,income securities,0.4738
security management,securities subject,0.4732
security management,securities issued,0.4715
security management,www abbottinvestor,0.4709
security management,securities registered,0.4702
security management,securities 40,0.4697
security management,submits securities,0.4694
security management,securities recorded,0.4634
security management,furnishes securities,0.4626
security management,securities principally,0.4591
security management,15 securities,0.4573
security management,securities reported,0.4567
security management,government securities,0.4557
security management,405 securities,0.447
security management,securities net,0.4419
security management,securities investment,0.4354
security management,securities match,0.4331
security management,abbott stock,0.4299
security management,excluding securities,0.427
security management,securities additional,0.4261
security management,security abbott,0.4255
security management,investments information,0.4245
security management,securities held,0.4241
security management,private securities,0.421
security management,participating securities,0.4199
security management,stock abbott,0.4195
security management,hold securities,0.4193
security management,number securities,0.4182
security management,investors service,0.4172
security management,states securities,0.4161
security management,equity securities,0.4143
security management,securities remaining,0.4135
security management,securities traded,0.4113
security management,securities determined,0.4108
security management,securities period,0.4095
security management,abbottinvestor,0.4081
security management,abbott securities,0.5442
security management,securities abbott,0.5243
security management,requirements securities,0.5072
security management,abbottinvestor com,0.5053
security management,securities,0.4924
security management,securities 160,0.4917
security management,securities included,0.4912
security management,filed securities,0.4908
security management,securities act,0.4847
security management,securities exchange,0.4821
security management,securities actively,0.4765
security management,commission securities,0.4721
security management,securities classified,0.4716
security management,income securities,0.4704
security management,www abbottinvestor,0.4703
security management,investment securities,0.4698
security management,securities subject,0.4687
security management,securities registered,0.4664
security management,submits securities,0.4655
security management,securities recorded,0.4609
security management,furnishes securities,0.4586
security management,15 securities,0.4557
security management,securities principally,0.4554
security management,securities reported,0.4542
security management,government securities,0.452
security management,sec reports,0.4466
security management,405 securities,0.4441
security management,securities considered,0.4418
security management,securities net,0.439
security management,securities investment,0.4315
security management,securities match,0.4311
security management,abbott stock,0.4295
security management,security abbott,0.4243
security management,investments information,0.4237
security management,securities additional,0.423
security management,securities held,0.4193
security management,number securities,0.4172
security management,private securities,0.4169
security management,participating securities,0.4157
security management,hold securities,0.4151
security management,investors service,0.4142
security management,states securities,0.4115
security management,equity securities,0.4106
security management,securities determined,0.4077
security management,securities traded,0.4073
security management,abbott financial,0.4073
security management,abbottinvestor,0.4071
security management,securities period,0.4067
security management,relating securities,0.4047
security management,security filed,0.4038
security management,abbott securities,0.5363
security management,federal securities,0.5347
security management,securities abbott,0.5165
security management,requirements securities,0.5106
security management,abbottinvestor com,0.4997
security management,securities,0.4938
security management,filed securities,0.4931
security management,securities included,0.4925
security management,securities act,0.4899
security management,securities 160,0.4871
security management,securities exchange,0.4814
security management,securities actively,0.4782
security management,commission securities,0.4754
security management,securities classified,0.4749
security management,income securities,0.4729
security management,trading securities,0.4729
security management,regulations securities,0.4723
security management,securities subject,0.4718
security management,securities issued,0.4701
security management,submits securities,0.4688
security management,investment securities,0.4684
security management,securities 2017,0.4676
security management,securities registered,0.4674
security management,www abbottinvestor,0.4663
security management,securities recorded,0.4643
security management,furnishes securities,0.4596
security management,15 securities,0.4567
security management,securities investments,0.4564
security management,government securities,0.4551
security management,securities reported,0.4537
security management,405 securities,0.4435
security management,securities considered,0.4433
security management,securities net,0.4383
security management,securities match,0.4319
security management,securities investment,0.4301
security management,securities non,0.4297
security management,investments information,0.4267
security management,excluding securities,0.4248
security management,securities additional,0.4231
security management,security abbott,0.4211
security management,participating securities,0.4205
security management,securities held,0.4193
security management,number securities,0.4189
security management,classified trading,0.4185
security management,abbott stock,0.4182
security management,private securities,0.4178
security management,states securities,0.4159
security management,investors service,0.4151
security management,hold securities,0.4146
security management,securities remaining,0.4127
security management,abbott securities,0.5316
security management,federal securities,0.5291
security management,securities abbott,0.5118
security management,requirements securities,0.5069
security management,securities,0.4878
security management,abbottinvestor com,0.4871
security management,filed securities,0.484
security management,securities included,0.4836
security management,securities 160,0.4826
security management,securities act,0.481
security management,securities exchange,0.481
security management,securities actively,0.4699
security management,regulations securities,0.4686
security management,securities subject,0.4673
security management,commission securities,0.4664
security management,securities classified,0.4646
security management,income securities,0.4639
security management,investment securities,0.463
security management,securities issued,0.463
security management,submits securities,0.4629
security management,securities registered,0.4565
security management,furnishes securities,0.4552
security management,www abbottinvestor,0.455
security management,securities recorded,0.4518
security management,government securities,0.4512
security management,15 securities,0.4497
security management,securities reported,0.4418
security management,securities match,0.4384
security management,securities considered,0.4382
security management,405 securities,0.432
security management,securities net,0.4309
security management,securities investment,0.4256
security management,excluding securities,0.4228
security management,security abbott,0.4176
security management,investments information,0.4171
security management,securities additional,0.4166
security management,participating securities,0.4159
security management,states securities,0.4159
security management,abbott stock,0.4134
security management,hold securities,0.4117
security management,private securities,0.4113
security management,securities held,0.4111
security management,number securities,0.4099
security management,relating securities,0.4038
security management,equity securities,0.4024
security management,securities traded,0.4019
security management,security filed,0.4008
security management,securities remaining,0.4007
security management,operations report,0.399
security management,abbottinvestor,0.3969
security management,160 securities,0.5076
security management,requirements securities,0.5001
security management,securities,0.4917
security management,securities includes,0.4889
security management,securities act,0.4869
security management,securities 160,0.4851
security management,146 securities,0.4759
security management,sale securities,0.469
security management,commission securities,0.4656
security management,filed securities,0.4652
security management,income securities,0.4644
security management,securities abbott,0.4632
security management,securities match,0.4617
security management,furnishes securities,0.4588
security management,investment securities,0.4587
security management,securities exchange,0.4559
security management,securities based,0.4515
security management,securities reported,0.4489
security management,securities classified,0.4479
security management,405 securities,0.445
security management,securities registered,0.4425
security management,securities net,0.442
security management,number securities,0.4394
security management,exhibit securities,0.4316
security management,submits securities,0.4315
security management,securities investment,0.4302
security management,relating securities,0.4269
security management,securities remaining,0.4261
security management,securities original,0.4206
security management,private securities,0.419
security management,securities additional,0.4188
security management,states securities,0.4175
security management,abbottinvestor com,0.4167
security management,securities strategic,0.41
security management,hold securities,0.4098
security management,equity securities,0.4095
security management,securities period,0.4075
security management,securities traded,0.4047
security management,investments information,0.404
security management,securities maturities,0.3963
security management,income security,0.3962
security management,stock section,0.396
security management,column 160,0.3942
security management,security act,0.3938
security management,reports pursuant,0.3914
security management,www abbottinvestor,0.3905
security management,summarizes stock,0.3904
security management,securities amounted,0.3903
security management,sec guidance,0.387
security management,160 investments,0.3832
security management,gaap allowanceforcreditlossmember2017,0.6399
security management,gaap allowanceforcreditlossmember2019,0.6372
security management,gaap allowanceforcreditlossmember2018,0.6336
security management,gaap allowanceforcreditlossmember2016,0.6236
security management,termliabilitiestruetruep5yp5y850000000p5y0000001800us gaap,0.6144
security management,gaap otherdebtsecuritiesmember2019,0.5875
security management,gaap otherdebtsecuritiesmember2018,0.5864
security management,gaap allothersegmentsmember2017,0.5698
security management,gaap allothersegmentsmember2019,0.5696
security management,gaap allothersegmentsmember2018,0.5682
security management,gaap othernoncurrentliabilitiesmember2019,0.5608
security management,gaap,0.5587
security management,gaap otheraccruedliabilitiescurrentabt,0.5583
security management,gaap accountingstandardsupdate201409memberus,0.5561
security management,gaap allothersegmentsmemberabt,0.5558
security management,gaap corporatenonsegmentmember2017,0.5514
security management,gaap corporatedebtsecuritiesmember2019,0.5513
security management,gaap corporatenonsegmentmember2018,0.5507
security management,gaap corporatenonsegmentmember2019,0.5499
security management,gaap othernoncurrentliabilitiesmember2018,0.5494
security management,gaap fixedincomesecuritiesmember2019,0.5493
security management,accountingstandardsupdate201409memberus gaap,0.5488
security management,gaap corporatedebtsecuritiesmember2018,0.5474
security management,gaap accumulatednetunrealizedinvestmentgainlossmember2017,0.5394
security management,gaap accumulatednetunrealizedinvestmentgainlossmember2018,0.5384
security management,gaap otherdebtsecuritiesmemberus,0.5365
security management,gaap accumulatedothercomprehensiveincomemember2019,0.5361
security management,gaap accumulatedothercomprehensiveincomemember2017,0.5354
security management,gaap accumulatedothercomprehensiveincomemember2018,0.5334
security management,gaap operatingsegmentsmember2017,0.5332
security management,gaap accountingstandardsupdate201602member2019,0.5332
security management,gaap operatingsegmentsmember2018,0.5326
security management,gaap othernonoperatingincomeexpensemember2019,0.5305
security management,gaap equitysecuritiesmember2019,0.5297
security management,gaap othernonoperatingincomeexpensemember2017,0.5295
security management,postemploymentobligationsandotherlongtermliabilitiesmemberus gaap,0.5292
security management,gaap operatingsegmentsmember2019,0.5292
security management,gaap equitysecuritiesmember2015,0.5286
security management,gaap othernonoperatingincomeexpensemember2018,0.5286
security management,gaap accumulatedothercomprehensiveincomemember2016,0.5266
security management,gaap employeestockoptionmember2019,0.5258
security management,gaap equitysecuritiesmember2017,0.5257
security management,gaap equipmentmember2019,0.5257
security management,gaap longtermdebtmember2018,0.5255
security management,gaap longtermdebtmember2019,0.5254
security management,gaap equitysecuritiesmember2018,0.5249
security management,gaap designatedashedginginstrumentmember2019,0.5248
security management,gaap otheraccruedliabilitiescurrent,0.5247
security management,gaap nonusmember2017,0.5243
security management,gaap designatedashedginginstrumentmember2018,0.5225
security management,gaap allowanceforcreditlossmember2020,0.6488
security management,gaap allowanceforcreditlossmember2017,0.645
security management,gaap allowanceforcreditlossmember2019,0.6445
security management,gaap allowanceforcreditlossmember2018,0.6415
security management,gaap otherdebtsecuritiesmember2019,0.5808
security management,gaap otherdebtsecuritiesmember2020,0.577
security management,gaap allothersegmentsmember2019,0.5625
security management,termliabilitiesp12mp5y0000001800us gaap,0.561
security management,gaap allothersegmentsmember2018,0.561
security management,gaap othernoncurrentliabilitiesmember2019,0.5584
security management,gaap otheraccruedliabilitiescurrentabt,0.5576
security management,gaap corporatedebtsecuritiesmember2020,0.5548
security management,gaap allothersegmentsmember2020,0.5542
security management,gaap corporatenonsegmentmember2020,0.5523
security management,gaap,0.5507
security management,gaap allothersegmentsmemberabt,0.5494
security management,gaap corporatenonsegmentmember2019,0.5489
security management,gaap corporatenonsegmentmember2018,0.5487
security management,gaap corporatedebtsecuritiesmember2019,0.5482
security management,gaap accumulatedothercomprehensiveincomemember2020,0.543
security management,gaap fixedincomesecuritiesmember2020,0.5425
security management,deferredincometaxesandotherassetsus gaap,0.5405
security management,gaap equitysecuritiesmember2020,0.5356
security management,gaap operatingsegmentsmember2018,0.5346
security management,gaap accumulatedothercomprehensiveincomemember2019,0.5345
security management,gaap accountingstandardsupdate201613member2020,0.5344
security management,gaap otherinvestmentsmember2019,0.5331
security management,gaap operatingsegmentsmember2019,0.5318
security management,gaap accumulatedothercomprehensiveincomemember2018,0.5318
security management,gaap otherinvestmentsmember2020,0.5315
security management,gaap equitysecuritiesmember2019,0.5315
security management,gaap employeestockoptionmember2019,0.5302
security management,gaap accumulatedothercomprehensiveincomemember2017,0.5301
security management,gaap othernonoperatingincomeexpensemember2019,0.53
security management,gaap othernoncurrentliabilitiesmember2020,0.53
security management,gaap operatingsegmentsmember2020,0.5297
security management,gaap designatedashedginginstrumentmember2020,0.5279
security management,gaap othernonoperatingincomeexpensemember2018,0.5278
security management,gaap othernonoperatingincomeexpensemember2020,0.5272
security management,gaap otherinvestmentsmember2018,0.5256
security management,gaap otherdebtsecuritiesmemberus,0.5243
security management,deferredincometaxesandotherassetsmemberus gaap,0.5242
security management,gaap otheraggregatedinvestmentsmember2019,0.5235
security management,gaap seniornotesmember2020,0.523
security management,gaap accountingstandardsupdate201802member2018,0.5221
security management,gaap designatedashedginginstrumentmember2019,0.5194
security management,gaap employeestockoptionmember2018,0.5189
security management,gaap longtermdebtmember2019,0.5186
security management,gaap longtermdebtmember2018,0.5181
security management,gaap otheraggregatedinvestmentsmember2020,0.518
security management,gaap allowanceforcreditlossmember2021,0.6326
security management,gaap allowanceforcreditlossmember2019,0.6323
security management,gaap allowanceforcreditlossmember2020,0.6321
security management,gaap allowanceforcreditlossmember2018,0.6281
security management,gaap 2021,0.5903
security management,gaap,0.5876
security management,gaap otherdebtsecuritiesmember2020,0.5872
security management,postemploymentobligationsdeferredincometaxesandotherlongtermliabilitiesp12m0000001800us gaap,0.5829
security management,gaap corporatedebtsecuritiesmember2020,0.5788
security management,gaap allothersegmentsmember2019,0.578
security management,gaap corporatenonsegmentmember2019,0.5777
security management,gaap otherdebtsecuritiesmember2021,0.5766
security management,gaap corporatenonsegmentmember2020,0.5755
security management,org gaap,0.5718
security management,gaap corporatedebtsecuritiesmember2021,0.5708
security management,gaap equitysecuritiesmember2020,0.567
security management,gaap accumulatedothercomprehensiveincomemember2020,0.5666
security management,gaap accumulatedothercomprehensiveincomemember2019,0.5656
security management,gaap corporatenonsegmentmember2021,0.565
security management,gaap designatedashedginginstrumentmember2020,0.5647
security management,gaap accumulatedothercomprehensiveincomemember2018,0.5643
security management,gaap seniornotesmember2020,0.5621
security management,gaap designatedashedginginstrumentmember2019,0.5611
security management,gaap equitysecuritiesmember2021,0.5592
security management,gaap allothersegmentsmember2020,0.5589
security management,gaap fixedincomesecuritiesmember2021,0.5585
security management,gaap ustreasuryandgovernmentmember2020,0.5569
security management,gaap allothersegmentsmember2021,0.556
security management,gaap othernoncurrentliabilitiesmember2021,0.5552
security management,gaap allothersegmentsmemberabt,0.5538
security management,gaap fixedincomefundsmember2020,0.5512
security management,gaap othernoncurrentliabilitiesmember2020,0.5493
security management,gaap othernonoperatingincomeexpensemember2019,0.5492
security management,gaap accountingstandardsupdate201613member2019,0.5486
security management,gaap accumulatedothercomprehensiveincomemember2021,0.5446
security management,gaap otherdebtsecuritiesmemberus,0.5442
security management,gaap designatedashedginginstrumentmember2021,0.5441
security management,gaap employeestockoptionmember2019,0.5423
security management,gaap othernonoperatingincomeexpensemember2020,0.5381
security management,gaap fixedincomefundsmember2021,0.5375
security management,gaap cashandcashequivalentsmember2020,0.5361
security management,gaap longtermdebtmember2019,0.5357
security management,gaap debtmemberus,0.5338
security management,gaap nonusmember2019,0.5337
security management,gaap otherinvestmentsmember2020,0.5334
security management,deferredincometaxesandotherassetsmemberus gaap,0.5333
security management,gaap corporatedebtsecuritiesmemberus,0.5331
security management,usus gaap,0.5328
security management,gaap otherinvestmentsmember2018,0.5323
security management,gaap operatingsegmentsmember2019,0.5317
security management,gaap corporatedebtsecuritiesmember2021,0.6302
security management,gaap corporatedebtsecuritiesmember2022,0.6263
security management,gaap otherdebtsecuritiesmember2021,0.6173
security management,gaap corporatenonsegmentmember2021,0.6088
security management,gaap otherdebtsecuritiesmember2022,0.6067
security management,gaap corporatenonsegmentmember2022,0.605
security management,gaap ustreasuryandgovernmentmember2022,0.6033
security management,gaap ustreasuryandgovernmentmember2021,0.5987
security management,gaap corporatenonsegmentmember2020,0.5923
security management,gaap equitysecuritiesmember2021,0.5903
security management,org gaap,0.5901
security management,gaap fixedincomesecuritiesmember2021,0.5881
security management,gaap equitysecuritiesmember2022,0.5839
security management,gaap fixedincomesecuritiesmember2022,0.5811
security management,gaap corporatenonsegmentmembercountry,0.581
security management,gaap,0.579
security management,postemploymentobligationsdeferredincometaxesandotherlongtermliabilitiesmemberus gaap,0.5788
security management,gaap corporatenonsegmentmemberus,0.5787
security management,gaap corporatedebtsecuritiesmemberus,0.5781
security management,corporatenonsegmentmemberus gaap,0.5775
security management,gaap allowanceforcreditlossmember2021,0.5773
security management,gaap accumulatedothercomprehensiveincomemember2019,0.5773
security management,gaap seniornotesmember2020,0.5762
security management,gaap otherinvestmentsmember2021,0.5743
security management,corporatedebtsecuritiesmemberus gaap,0.5738
security management,gaap cashandcashequivalentsmember2021,0.5727
security management,gaap allowanceforcreditlossmember2019,0.5727
security management,gaap allowanceforcreditlossmember2022,0.5704
security management,gaap designatedashedginginstrumentmemberabt,0.5684
security management,gaap otheraggregatedinvestmentsmember2021,0.5678
security management,gaap otherdebtsecuritiesmemberus,0.5677
security management,gaap fixedincomesecuritiesmembersrt,0.5661
security management,gaap cashandcashequivalentsmember2022,0.565
security management,gaap otherinvestmentsmember2022,0.5637
security management,gaap fixedincomefundsmember2021,0.5632
security management,otherdebtsecuritiesmemberus gaap,0.5618
security management,gaap fixedincomefundsmember2022,0.5611
security management,deferredincometaxesandotherassetsnoncurrentmemberus gaap,0.5605
security management,gaap 2022,0.559
security management,gaap accumulatedothercomprehensiveincomemember2021,0.5586
security management,gaap debtmember2021,0.5582
security management,gaap researchanddevelopmentexpensememberabt,0.5576
security management,gaap sellinggeneralandadministrativeexpensesmember2021,0.5563
security management,gaap accumulatedothercomprehensiveincomemember2022,0.5562
security management,gaap accumulatedothercomprehensiveincomemember2020,0.5555
security management,gaap otheraggregatedinvestmentsmember2022,0.5553
security management,gaap allowanceforcreditlossmember2020,0.5553
security management,gaap debtmember2022,0.5551
security management,definedbenefitplaninvestmentfundsusmidcapandsmallcapmemberus gaap,0.5549
security management,gaap interestexpensemember2021,0.5526
security management,including securities,0.5221
security management,filed securities,0.5197
security management,160 securities,0.506
security management,requirements securities,0.5044
security management,146 securities,0.4982
security management,federal securities,0.4954
security management,securities,0.4952
security management,companies securities,0.4897
security management,securities 160,0.4882
security management,securities act,0.4852
security management,405 securities,0.4842
security management,148 securities,0.4829
security management,securities actively,0.4806
security management,securities exchange,0.4803
security management,securities registered,0.4799
security management,securities holdings,0.4721
security management,15 securities,0.4668
security management,securities make,0.4532
security management,securities publicly,0.4443
security management,sec file,0.441
security management,accordance securities,0.4397
security management,sec accounting,0.4387
security management,provisions sec,0.4355
security management,investors table,0.4344
security management,requirements sec,0.4275
security management,sec compliance,0.4262
security management,sec reporting,0.4262
security management,operations report,0.424
security management,issued consolidated,0.4214
security management,equity securities,0.4201
security management,financial operations,0.4182
security management,securities item,0.417
security management,compliance sarbanes,0.4168
security management,commission file,0.4148
security management,securities limit,0.4141
security management,operations financial,0.4137
security management,sheets consolidated,0.4131
security management,issued shares,0.4074
security management,filed reports,0.4068
security management,filed section,0.405
security management,sec nasdaq,0.4047
security management,act sec,0.4044
security management,sec requirements,0.4033
security management,filing consolidated,0.4014
security management,provisions company,0.3996
security management,consolidated 160,0.3995
security management,operations consolidated,0.3979
security management,160 consolidated,0.3978
security management,form stock,0.397
security management,shares issued,0.3966
security management,including securities,0.5114
security management,filed securities,0.5039
security management,160 securities,0.5039
security management,146 securities,0.5025
security management,requirements securities,0.49
security management,securities,0.4875
security management,securities 160,0.484
security management,148 securities,0.4831
security management,federal securities,0.4821
security management,companies securities,0.4783
security management,405 securities,0.4775
security management,securities exchange,0.475
security management,15 securities,0.4729
security management,securities actively,0.4688
security management,securities act,0.4668
security management,securities holdings,0.4611
security management,securities registered,0.4597
security management,securities publicly,0.4333
security management,sec file,0.4315
security management,accordance securities,0.426
security management,filed sec,0.4247
security management,sec reporting,0.419
security management,securities item,0.4171
security management,commission file,0.4142
security management,160 markets,0.4124
security management,requirements sec,0.4123
security management,securities limit,0.4112
security management,sec compliance,0.4106
security management,financial operations,0.4104
security management,equity securities,0.4088
security management,operations financial,0.4064
security management,compliance sarbanes,0.4047
security management,filed reports,0.4014
security management,sheets consolidated,0.3986
security management,sec nasdaq,0.3973
security management,filed section,0.3939
security management,provisions company,0.3907
security management,issued shares,0.3883
security management,act sec,0.3864
security management,160 consolidated,0.3862
security management,operations consolidated,0.3858
security management,consolidated 160,0.3854
security management,sec requirements,0.3848
security management,filing consolidated,0.3834
security management,investments 160,0.3819
security management,management report,0.3814
security management,company need,0.3814
security management,160 management,0.3811
security management,shares issued,0.3798
security management,financial technical,0.3792
security management,filed securities,0.501
security management,federal securities,0.4868
security management,146 securities,0.4836
security management,requirements securities,0.4783
security management,securities,0.4774
security management,160 securities,0.4658
security management,securities registered,0.4656
security management,securities exchange,0.4577
security management,contents securities,0.4514
security management,securities 148,0.4497
security management,securities 160,0.4495
security management,15 securities,0.4416
security management,commission georgia,0.4367
security management,security employment,0.4344
security management,operations financial,0.4333
security management,georgia office,0.4239
security management,industries abrams,0.4224
security management,abrams employment,0.4195
security management,provisions company,0.4165
security management,abrams industries,0.4157
security management,operations reporting,0.4074
security management,defined securities,0.4047
security management,filed reports,0.4029
security management,0304 securities,0.4021
security management,commission file,0.4
security management,operations consolidated,0.4
security management,stock issued,0.3986
security management,protection agency,0.3979
security management,company abrams,0.3978
security management,944 consolidated,0.3959
security management,company list,0.3955
security management,industries table,0.395
security management,issued sfas,0.3947
security management,georgia company,0.3941
security management,qualified stock,0.3937
security management,analysis financial,0.3934
